ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
RI,2020-12-01,67,66,0,1,0,0
VC,2020-12-01,1090,892,0,198,0,0
AN,2020-12-02,1132,783,0,349,0,0
AR,2020-12-02,302,296,0,6,0,0
AS,2020-12-02,231,220,0,11,0,0
CB,2020-12-02,123,120,0,0,0,3
CE,2020-12-02,11,5,0,6,0,0
CL,2020-12-02,314,190,0,123,1,0
CM,2020-12-02,484,393,0,91,0,0
CN,2020-12-02,176,121,0,55,0,0
CT,2020-12-02,1264,1250,0,0,10,4
EX,2020-12-02,150,92,0,57,0,1
GA,2020-12-02,318,299,0,19,0,0
IB,2020-12-02,342,275,1,66,0,0
MC,2020-12-02,185,134,0,50,1,0
MD,2020-12-02,1146,650,0,496,0,0
ML,2020-12-02,21,3,0,18,0,0
NC,2020-12-02,117,90,0,27,0,0
PV,2020-12-02,496,278,0,218,0,0
RI,2020-12-02,50,46,0,4,0,0
VC,2020-12-02,1050,875,0,175,0,0
AN,2020-12-03,1005,709,0,296,0,0
AR,2020-12-03,185,183,0,2,0,0
AS,2020-12-03,123,113,0,10,0,0
CB,2020-12-03,80,80,0,0,0,0
CE,2020-12-03,9,1,0,8,0,0
CL,2020-12-03,358,211,0,147,0,0
CM,2020-12-03,391,316,0,75,0,0
CN,2020-12-03,159,112,0,46,0,1
CT,2020-12-03,1121,1111,0,0,7,3
EX,2020-12-03,142,88,0,54,0,0
GA,2020-12-03,311,293,0,18,0,0
IB,2020-12-03,310,253,1,56,0,0
MC,2020-12-03,140,95,0,45,0,0
MD,2020-12-03,1045,646,0,399,0,0
ML,2020-12-03,12,3,0,9,0,0
NC,2020-12-03,95,64,0,31,0,0
PV,2020-12-03,367,196,0,171,0,0
RI,2020-12-03,41,39,0,2,0,0
VC,2020-12-03,996,828,0,168,0,0
AN,2020-12-04,1075,738,0,337,0,0
AR,2020-12-04,214,213,0,1,0,0
AS,2020-12-04,113,102,0,11,0,0
CB,2020-12-04,84,83,0,0,0,1
CE,2020-12-04,6,1,0,5,0,0
CL,2020-12-04,369,230,0,139,0,0
CM,2020-12-04,447,369,0,77,1,0
CN,2020-12-04,230,184,0,46,0,0
CT,2020-12-04,1187,1172,0,0,8,7
EX,2020-12-04,110,77,0,32,0,1
GA,2020-12-04,277,260,0,17,0,0
IB,2020-12-04,287,253,0,34,0,0
MC,2020-12-04,205,167,0,38,0,0
MD,2020-12-04,1054,624,0,430,0,0
ML,2020-12-04,18,6,0,12,0,0
NC,2020-12-04,95,62,0,32,0,1
PV,2020-12-04,366,172,0,194,0,0
RI,2020-12-04,57,55,0,2,0,0
VC,2020-12-04,1056,882,0,174,0,0
AN,2020-12-05,812,580,0,232,0,0
AR,2020-12-05,202,197,0,5,0,0
AS,2020-12-05,113,108,0,5,0,0
CB,2020-12-05,82,82,0,0,0,0
CE,2020-12-05,7,1,0,6,0,0
CL,2020-12-05,230,128,0,101,1,0
CM,2020-12-05,282,214,0,68,0,0
CN,2020-12-05,177,132,0,44,0,1
CT,2020-12-05,786,783,0,0,1,2
EX,2020-12-05,125,82,0,42,0,1
GA,2020-12-05,353,341,0,12,0,0
IB,2020-12-05,254,215,1,38,0,0
MC,2020-12-05,151,120,1,30,0,0
MD,2020-12-05,764,422,0,342,0,0
ML,2020-12-05,6,1,0,5,0,0
NC,2020-12-05,92,59,0,33,0,0
PV,2020-12-05,458,299,0,159,0,0
RI,2020-12-05,39,38,0,1,0,0
VC,2020-12-05,879,708,0,171,0,0
AN,2020-12-06,576,353,0,223,0,0
AR,2020-12-06,160,156,0,4,0,0
AS,2020-12-06,127,120,0,7,0,0
CB,2020-12-06,56,55,0,0,0,1
CE,2020-12-06,11,2,0,9,0,0
CL,2020-12-06,252,146,0,106,0,0
CM,2020-12-06,218,160,0,58,0,0
CN,2020-12-06,174,127,0,47,0,0
CT,2020-12-06,598,596,0,0,0,2
EX,2020-12-06,93,54,1,38,0,0
GA,2020-12-06,274,262,0,12,0,0
IB,2020-12-06,218,184,0,34,0,0
MC,2020-12-06,85,57,1,27,0,0
MD,2020-12-06,820,410,0,410,0,0
ML,2020-12-06,10,4,0,6,0,0
NC,2020-12-06,89,63,0,26,0,0
PV,2020-12-06,283,182,0,101,0,0
RI,2020-12-06,34,32,0,2,0,0
VC,2020-12-06,740,563,0,177,0,0
AN,2020-12-07,624,363,0,261,0,0
AR,2020-12-07,186,176,0,10,0,0
AS,2020-12-07,133,127,0,6,0,0
CB,2020-12-07,81,77,0,1,0,3
CE,2020-12-07,8,0,0,8,0,0
CL,2020-12-07,286,184,0,102,0,0
CM,2020-12-07,380,304,0,76,0,0
CN,2020-12-07,207,147,0,60,0,0
CT,2020-12-07,1345,1337,0,0,3,5
EX,2020-12-07,109,60,1,48,0,0
GA,2020-12-07,327,304,0,23,0,0
IB,2020-12-07,276,216,1,59,0,0
MC,2020-12-07,137,88,0,49,0,0
MD,2020-12-07,1125,577,0,548,0,0
ML,2020-12-07,12,3,0,9,0,0
NC,2020-12-07,97,75,0,22,0,0
PV,2020-12-07,461,303,0,158,0,0
RI,2020-12-07,40,37,0,3,0,0
VC,2020-12-07,1008,768,0,240,0,0
AN,2020-12-08,606,361,0,245,0,0
AR,2020-12-08,180,167,0,13,0,0
AS,2020-12-08,167,160,0,7,0,0
CB,2020-12-08,67,66,0,0,0,1
CE,2020-12-08,4,2,0,2,0,0
CL,2020-12-08,261,141,0,120,0,0
CM,2020-12-08,381,276,0,104,1,0
CN,2020-12-08,151,94,0,57,0,0
CT,2020-12-08,853,850,0,0,2,1
EX,2020-12-08,120,74,2,44,0,0
GA,2020-12-08,314,294,0,20,0,0
IB,2020-12-08,306,235,0,71,0,0
MC,2020-12-08,121,68,0,53,0,0
MD,2020-12-08,1194,600,0,594,0,0
ML,2020-12-08,8,1,0,7,0,0
NC,2020-12-08,82,54,0,28,0,0
PV,2020-12-08,456,338,0,118,0,0
RI,2020-12-08,38,34,0,4,0,0
VC,2020-12-08,1056,811,0,245,0,0
AN,2020-12-09,927,567,0,360,0,0
AR,2020-12-09,213,207,0,6,0,0
AS,2020-12-09,104,96,0,8,0,0
CB,2020-12-09,87,87,0,0,0,0
CE,2020-12-09,10,2,0,8,0,0
CL,2020-12-09,355,209,0,146,0,0
CM,2020-12-09,510,371,0,139,0,0
CN,2020-12-09,206,132,0,74,0,0
CT,2020-12-09,1695,1684,0,0,6,5
EX,2020-12-09,196,107,0,89,0,0
GA,2020-12-09,385,347,0,38,0,0
IB,2020-12-09,397,320,2,75,0,0
MC,2020-12-09,200,131,1,66,0,2
MD,2020-12-09,1572,814,0,758,0,0
ML,2020-12-09,24,10,0,14,0,0
NC,2020-12-09,92,58,0,34,0,0
PV,2020-12-09,452,271,0,181,0,0
RI,2020-12-09,54,53,0,1,0,0
VC,2020-12-09,1366,1049,0,317,0,0
AN,2020-12-10,1119,787,0,332,0,0
AR,2020-12-10,228,220,0,8,0,0
AS,2020-12-10,139,133,0,6,0,0
CB,2020-12-10,76,74,0,0,0,2
CE,2020-12-10,9,1,0,8,0,0
CL,2020-12-10,344,204,0,140,0,0
CM,2020-12-10,521,405,0,116,0,0
CN,2020-12-10,208,147,0,61,0,0
CT,2020-12-10,1658,1641,0,0,10,7
EX,2020-12-10,219,135,0,81,0,3
GA,2020-12-10,388,345,0,43,0,0
IB,2020-12-10,346,276,2,68,0,0
MC,2020-12-10,222,143,0,78,0,1
MD,2020-12-10,1712,996,0,716,0,0
ML,2020-12-10,21,10,0,11,0,0
NC,2020-12-10,105,77,0,28,0,0
PV,2020-12-10,442,234,0,208,0,0
RI,2020-12-10,46,45,0,1,0,0
VC,2020-12-10,1674,1335,0,339,0,0
AN,2020-12-11,1273,786,0,487,0,0
AR,2020-12-11,260,248,0,12,0,0
AS,2020-12-11,121,117,0,4,0,0
CB,2020-12-11,69,67,0,0,0,2
CE,2020-12-11,9,1,0,8,0,0
CL,2020-12-11,334,197,0,135,2,0
CM,2020-12-11,555,408,0,147,0,0
CN,2020-12-11,208,139,0,69,0,0
CT,2020-12-11,1705,1691,0,0,9,5
EX,2020-12-11,266,146,0,120,0,0
GA,2020-12-11,306,273,0,33,0,0
IB,2020-12-11,363,292,1,70,0,0
MC,2020-12-11,206,140,0,66,0,0
MD,2020-12-11,1976,1131,0,845,0,0
ML,2020-12-11,15,4,0,11,0,0
NC,2020-12-11,85,63,0,22,0,0
PV,2020-12-11,407,198,0,209,0,0
RI,2020-12-11,54,54,0,0,0,0
VC,2020-12-11,1765,1373,0,392,0,0
AN,2020-12-12,1021,711,0,310,0,0
AR,2020-12-12,193,187,0,6,0,0
AS,2020-12-12,118,110,0,8,0,0
CB,2020-12-12,78,77,0,0,0,1
CE,2020-12-12,6,3,0,3,0,0
CL,2020-12-12,269,149,0,120,0,0
CM,2020-12-12,425,334,0,91,0,0
CN,2020-12-12,238,170,0,68,0,0
CT,2020-12-12,1176,1171,0,0,0,5
EX,2020-12-12,212,109,1,101,0,1
GA,2020-12-12,334,302,0,32,0,0
IB,2020-12-12,332,252,4,76,0,0
MC,2020-12-12,159,96,0,63,0,0
MD,2020-12-12,1359,707,0,652,0,0
ML,2020-12-12,11,6,0,5,0,0
NC,2020-12-12,111,78,0,33,0,0
PV,2020-12-12,514,351,0,163,0,0
RI,2020-12-12,43,43,0,0,0,0
VC,2020-12-12,1618,1263,0,355,0,0
AN,2020-12-13,660,392,0,268,0,0
AR,2020-12-13,142,136,0,6,0,0
AS,2020-12-13,96,89,0,7,0,0
CB,2020-12-13,78,77,0,0,0,1
CE,2020-12-13,2,0,0,2,0,0
CL,2020-12-13,197,126,0,71,0,0
CM,2020-12-13,356,260,0,96,0,0
CN,2020-12-13,184,125,0,59,0,0
CT,2020-12-13,1009,1004,0,0,3,2
EX,2020-12-13,202,91,0,111,0,0
GA,2020-12-13,367,316,0,51,0,0
IB,2020-12-13,330,243,1,86,0,0
MC,2020-12-13,128,68,0,60,0,0
MD,2020-12-13,1217,568,0,649,0,0
ML,2020-12-13,5,1,0,4,0,0
NC,2020-12-13,73,55,0,18,0,0
PV,2020-12-13,356,188,0,168,0,0
RI,2020-12-13,41,41,0,0,0,0
VC,2020-12-13,1269,929,0,340,0,0
AN,2020-12-14,935,551,0,384,0,0
AR,2020-12-14,226,215,0,11,0,0
AS,2020-12-14,98,88,0,10,0,0
CB,2020-12-14,72,69,0,0,0,3
CE,2020-12-14,6,2,0,4,0,0
CL,2020-12-14,303,191,0,112,0,0
CM,2020-12-14,541,398,0,143,0,0
CN,2020-12-14,197,119,0,78,0,0
CT,2020-12-14,2051,2038,0,0,4,9
EX,2020-12-14,317,168,0,148,0,1
GA,2020-12-14,442,390,0,52,0,0
IB,2020-12-14,492,384,3,105,0,0
MC,2020-12-14,199,103,0,96,0,0
MD,2020-12-14,1982,1030,0,952,0,0
ML,2020-12-14,28,19,0,9,0,0
NC,2020-12-14,87,60,0,27,0,0
PV,2020-12-14,531,312,0,219,0,0
RI,2020-12-14,73,70,0,3,0,0
VC,2020-12-14,1901,1414,0,487,0,0
AN,2020-12-15,1127,758,0,369,0,0
AR,2020-12-15,221,220,0,1,0,0
AS,2020-12-15,94,92,0,2,0,0
CB,2020-12-15,67,61,0,0,0,6
CE,2020-12-15,8,4,0,4,0,0
CL,2020-12-15,362,235,0,127,0,0
CM,2020-12-15,594,462,0,132,0,0
CN,2020-12-15,270,198,0,72,0,0
CT,2020-12-15,2087,2075,0,0,9,3
EX,2020-12-15,315,178,0,137,0,0
GA,2020-12-15,418,372,0,46,0,0
IB,2020-12-15,543,423,1,119,0,0
MC,2020-12-15,199,115,0,84,0,0
MD,2020-12-15,2131,1232,0,899,0,0
ML,2020-12-15,26,9,0,17,0,0
NC,2020-12-15,85,65,0,20,0,0
PV,2020-12-15,469,237,0,232,0,0
RI,2020-12-15,63,62,0,1,0,0
VC,2020-12-15,1954,1513,0,441,0,0
AN,2020-12-16,982,659,0,323,0,0
AR,2020-12-16,199,194,0,5,0,0
AS,2020-12-16,61,56,0,5,0,0
CB,2020-12-16,51,51,0,0,0,0
CE,2020-12-16,5,2,0,3,0,0
CL,2020-12-16,326,219,0,105,2,0
CM,2020-12-16,567,451,0,115,1,0
CN,2020-12-16,213,156,0,56,0,1
CT,2020-12-16,1991,1976,0,0,12,3
EX,2020-12-16,316,171,1,144,0,0
GA,2020-12-16,386,348,0,38,0,0
IB,2020-12-16,535,407,5,123,0,0
MC,2020-12-16,202,138,0,64,0,0
MD,2020-12-16,1982,1180,0,802,0,0
ML,2020-12-16,13,3,0,10,0,0
NC,2020-12-16,102,77,0,25,0,0
PV,2020-12-16,350,187,0,163,0,0
RI,2020-12-16,51,50,0,1,0,0
VC,2020-12-16,2152,1706,0,446,0,0
AN,2020-12-17,907,619,0,288,0,0
AR,2020-12-17,199,192,0,7,0,0
AS,2020-12-17,82,75,0,7,0,0
CB,2020-12-17,59,55,0,0,0,4
CE,2020-12-17,3,0,0,3,0,0
CL,2020-12-17,252,154,0,98,0,0
CM,2020-12-17,562,441,0,121,0,0
CN,2020-12-17,217,161,0,55,0,1
CT,2020-12-17,1943,1931,0,0,11,1
EX,2020-12-17,270,167,0,102,0,1
GA,2020-12-17,338,311,0,27,0,0
IB,2020-12-17,525,407,1,117,0,0
MC,2020-12-17,180,111,0,69,0,0
MD,2020-12-17,1704,1005,0,699,0,0
ML,2020-12-17,18,5,0,13,0,0
NC,2020-12-17,72,54,0,18,0,0
PV,2020-12-17,293,173,0,120,0,0
RI,2020-12-17,46,46,0,0,0,0
VC,2020-12-17,1927,1507,0,420,0,0
AN,2020-12-18,1064,717,0,347,0,0
AR,2020-12-18,196,191,0,5,0,0
AS,2020-12-18,72,65,0,7,0,0
CB,2020-12-18,57,54,0,1,0,2
CE,2020-12-18,1,0,0,1,0,0
CL,2020-12-18,260,159,0,100,1,0
CM,2020-12-18,593,463,0,129,1,0
CN,2020-12-18,194,135,0,58,0,1
CT,2020-12-18,2060,2050,0,0,7,3
EX,2020-12-18,367,223,0,143,0,1
GA,2020-12-18,325,302,0,23,0,0
IB,2020-12-18,513,414,0,99,0,0
MC,2020-12-18,163,103,0,59,1,0
MD,2020-12-18,2064,1190,0,874,0,0
ML,2020-12-18,4,1,0,3,0,0
NC,2020-12-18,85,56,0,29,0,0
PV,2020-12-18,330,174,0,156,0,0
RI,2020-12-18,56,54,0,2,0,0
VC,2020-12-18,2304,1797,0,507,0,0
AN,2020-12-19,689,444,0,245,0,0
AR,2020-12-19,174,158,0,16,0,0
AS,2020-12-19,102,97,0,5,0,0
CB,2020-12-19,52,48,0,0,0,4
CE,2020-12-19,6,1,0,5,0,0
CL,2020-12-19,215,127,0,88,0,0
CM,2020-12-19,424,325,0,99,0,0
CN,2020-12-19,233,177,0,56,0,0
CT,2020-12-19,1495,1492,0,0,3,0
EX,2020-12-19,316,203,0,113,0,0
GA,2020-12-19,329,290,0,39,0,0
IB,2020-12-19,498,375,2,121,0,0
MC,2020-12-19,164,111,0,52,1,0
MD,2020-12-19,1426,774,0,652,0,0
ML,2020-12-19,10,5,0,5,0,0
NC,2020-12-19,69,39,0,30,0,0
PV,2020-12-19,353,243,0,110,0,0
RI,2020-12-19,74,72,0,2,0,0
VC,2020-12-19,1875,1416,0,459,0,0
AN,2020-12-20,578,309,0,269,0,0
AR,2020-12-20,157,151,0,6,0,0
AS,2020-12-20,95,89,0,6,0,0
CB,2020-12-20,64,62,0,0,0,2
CE,2020-12-20,4,1,0,3,0,0
CL,2020-12-20,153,96,0,57,0,0
CM,2020-12-20,395,276,0,119,0,0
CN,2020-12-20,176,122,0,54,0,0
CT,2020-12-20,1354,1354,0,0,0,0
EX,2020-12-20,296,180,0,116,0,0
GA,2020-12-20,296,262,0,34,0,0
IB,2020-12-20,423,313,1,109,0,0
MC,2020-12-20,131,75,0,55,0,1
MD,2020-12-20,1345,688,0,657,0,0
ML,2020-12-20,7,0,0,7,0,0
NC,2020-12-20,71,42,0,29,0,0
PV,2020-12-20,326,203,0,123,0,0
RI,2020-12-20,42,39,0,3,0,0
VC,2020-12-20,1467,1031,0,436,0,0
AN,2020-12-21,970,544,0,426,0,0
AR,2020-12-21,210,204,0,6,0,0
AS,2020-12-21,60,55,0,5,0,0
CB,2020-12-21,66,64,0,0,0,2
CE,2020-12-21,4,0,0,4,0,0
CL,2020-12-21,256,163,0,93,0,0
CM,2020-12-21,623,448,0,175,0,0
CN,2020-12-21,142,97,0,45,0,0
CT,2020-12-21,2418,2413,0,0,5,0
EX,2020-12-21,356,202,0,153,0,1
GA,2020-12-21,373,330,0,43,0,0
IB,2020-12-21,506,388,0,118,0,0
MC,2020-12-21,242,151,0,91,0,0
MD,2020-12-21,1961,975,0,986,0,0
ML,2020-12-21,17,1,0,16,0,0
NC,2020-12-21,95,60,0,35,0,0
PV,2020-12-21,349,205,0,144,0,0
RI,2020-12-21,57,55,0,2,0,0
VC,2020-12-21,2287,1721,0,566,0,0
AN,2020-12-22,1097,681,0,416,0,0
AR,2020-12-22,215,206,0,9,0,0
AS,2020-12-22,59,55,0,4,0,0
CB,2020-12-22,61,57,0,0,0,4
CE,2020-12-22,7,1,0,6,0,0
CL,2020-12-22,285,175,0,109,1,0
CM,2020-12-22,702,546,0,156,0,0
CN,2020-12-22,211,158,0,53,0,0
CT,2020-12-22,2451,2442,0,0,8,1
EX,2020-12-22,378,206,0,172,0,0
GA,2020-12-22,392,346,0,46,0,0
IB,2020-12-22,480,377,0,103,0,0
MC,2020-12-22,267,154,0,113,0,0
MD,2020-12-22,2035,1214,0,821,0,0
ML,2020-12-22,13,1,0,12,0,0
NC,2020-12-22,88,57,0,31,0,0
PV,2020-12-22,338,169,0,169,0,0
RI,2020-12-22,60,58,0,2,0,0
VC,2020-12-22,2450,1864,0,586,0,0
AN,2020-12-23,1173,736,0,437,0,0
AR,2020-12-23,207,203,0,4,0,0
AS,2020-12-23,57,53,0,4,0,0
CB,2020-12-23,69,63,0,2,0,4
CE,2020-12-23,5,1,0,4,0,0
CL,2020-12-23,269,159,0,110,0,0
CM,2020-12-23,705,540,0,165,0,0
CN,2020-12-23,158,109,0,49,0,0
CT,2020-12-23,2265,2254,0,0,11,0
EX,2020-12-23,498,310,0,188,0,0
GA,2020-12-23,389,359,0,30,0,0
IB,2020-12-23,424,339,1,84,0,0
MC,2020-12-23,244,156,0,87,0,1
MD,2020-12-23,2158,1422,0,736,0,0
ML,2020-12-23,22,8,0,14,0,0
NC,2020-12-23,116,92,0,24,0,0
PV,2020-12-23,263,112,0,151,0,0
RI,2020-12-23,73,71,0,2,0,0
VC,2020-12-23,2650,2099,0,551,0,0
AN,2020-12-24,1021,671,0,350,0,0
AR,2020-12-24,262,257,0,5,0,0
AS,2020-12-24,80,73,0,7,0,0
CB,2020-12-24,75,74,0,0,0,1
CE,2020-12-24,8,1,0,7,0,0
CL,2020-12-24,230,116,0,114,0,0
CM,2020-12-24,570,439,0,131,0,0
CN,2020-12-24,194,145,0,49,0,0
CT,2020-12-24,2380,2375,0,0,4,1
EX,2020-12-24,355,167,0,188,0,0
GA,2020-12-24,351,308,0,43,0,0
IB,2020-12-24,413,332,0,81,0,0
MC,2020-12-24,264,162,0,101,1,0
MD,2020-12-24,1313,780,0,533,0,0
ML,2020-12-24,5,0,0,5,0,0
NC,2020-12-24,95,65,0,30,0,0
PV,2020-12-24,322,172,0,150,0,0
RI,2020-12-24,56,54,0,2,0,0
VC,2020-12-24,2411,1891,0,520,0,0
AN,2020-12-25,832,484,0,348,0,0
AR,2020-12-25,271,259,0,12,0,0
AS,2020-12-25,66,56,0,10,0,0
CB,2020-12-25,67,64,0,0,0,3
CE,2020-12-25,12,1,0,11,0,0
CL,2020-12-25,185,90,0,95,0,0
CM,2020-12-25,433,307,0,126,0,0
CN,2020-12-25,209,158,0,51,0,0
CT,2020-12-25,1370,1369,0,0,1,0
EX,2020-12-25,262,113,0,149,0,0
GA,2020-12-25,314,294,0,20,0,0
IB,2020-12-25,362,288,0,74,0,0
MC,2020-12-25,229,141,0,88,0,0
MD,2020-12-25,1233,623,0,610,0,0
ML,2020-12-25,9,0,0,9,0,0
NC,2020-12-25,79,52,0,27,0,0
PV,2020-12-25,231,147,0,84,0,0
RI,2020-12-25,62,59,0,3,0,0
VC,2020-12-25,1793,1323,0,470,0,0
AN,2020-12-26,914,501,0,413,0,0
AR,2020-12-26,242,230,0,12,0,0
AS,2020-12-26,131,125,0,6,0,0
CB,2020-12-26,98,94,0,1,0,3
CE,2020-12-26,18,1,0,17,0,0
CL,2020-12-26,252,137,0,115,0,0
CM,2020-12-26,483,338,0,145,0,0
CN,2020-12-26,168,122,0,46,0,0
CT,2020-12-26,1739,1737,0,0,2,0
EX,2020-12-26,452,242,0,210,0,0
GA,2020-12-26,397,349,0,48,0,0
IB,2020-12-26,354,266,0,88,0,0
MC,2020-12-26,315,182,0,133,0,0
MD,2020-12-26,1693,817,0,876,0,0
ML,2020-12-26,16,7,0,9,0,0
NC,2020-12-26,108,79,0,29,0,0
PV,2020-12-26,381,254,0,127,0,0
RI,2020-12-26,68,67,0,1,0,0
VC,2020-12-26,2129,1551,0,578,0,0
AN,2020-12-27,994,544,0,450,0,0
AR,2020-12-27,241,225,0,16,0,0
AS,2020-12-27,125,105,0,20,0,0
CB,2020-12-27,95,86,0,3,0,6
CE,2020-12-27,12,0,0,12,0,0
CL,2020-12-27,310,146,0,164,0,0
CM,2020-12-27,668,440,0,228,0,0
CN,2020-12-27,196,127,0,69,0,0
CT,2020-12-27,1788,1787,0,0,1,0
EX,2020-12-27,504,235,0,269,0,0
GA,2020-12-27,362,317,0,45,0,0
IB,2020-12-27,393,288,0,105,0,0
MC,2020-12-27,311,154,0,157,0,0
MD,2020-12-27,1619,775,0,844,0,0
ML,2020-12-27,10,2,0,8,0,0
NC,2020-12-27,103,65,0,38,0,0
PV,2020-12-27,378,268,0,110,0,0
RI,2020-12-27,90,87,0,3,0,0
VC,2020-12-27,2119,1467,0,652,0,0
AN,2020-12-28,1601,853,0,748,0,0
AR,2020-12-28,358,337,0,21,0,0
AS,2020-12-28,113,98,0,15,0,0
CB,2020-12-28,105,102,0,0,0,3
CE,2020-12-28,22,7,0,15,0,0
CL,2020-12-28,460,253,0,207,0,0
CM,2020-12-28,948,656,0,292,0,0
CN,2020-12-28,267,211,0,56,0,0
CT,2020-12-28,3409,3404,0,0,5,0
EX,2020-12-28,679,322,2,353,0,2
GA,2020-12-28,534,461,0,73,0,0
IB,2020-12-28,474,348,0,126,0,0
MC,2020-12-28,453,230,1,222,0,0
MD,2020-12-28,2554,1246,0,1308,0,0
ML,2020-12-28,33,6,0,27,0,0
NC,2020-12-28,145,90,0,55,0,0
PV,2020-12-28,397,249,0,148,0,0
RI,2020-12-28,118,114,0,4,0,0
VC,2020-12-28,3618,2594,0,1024,0,0
AN,2020-12-29,1608,1011,0,597,0,0
AR,2020-12-29,315,307,0,8,0,0
AS,2020-12-29,90,77,0,13,0,0
CB,2020-12-29,111,102,0,2,0,7
CE,2020-12-29,22,4,0,18,0,0
CL,2020-12-29,486,259,0,227,0,0
CM,2020-12-29,1042,694,0,347,1,0
CN,2020-12-29,225,173,0,52,0,0
CT,2020-12-29,3152,3142,0,0,9,1
EX,2020-12-29,771,400,0,371,0,0
GA,2020-12-29,484,435,0,49,0,0
IB,2020-12-29,363,283,0,80,0,0
MC,2020-12-29,484,260,0,224,0,0
MD,2020-12-29,3105,1640,0,1465,0,0
ML,2020-12-29,22,10,0,12,0,0
NC,2020-12-29,130,96,0,34,0,0
PV,2020-12-29,376,201,0,175,0,0
RI,2020-12-29,113,107,0,6,0,0
VC,2020-12-29,3137,2310,0,827,0,0
AN,2020-12-30,1728,1033,0,695,0,0
AR,2020-12-30,345,338,0,7,0,0
AS,2020-12-30,63,53,0,10,0,0
CB,2020-12-30,96,90,0,2,0,4
CE,2020-12-30,14,0,0,14,0,0
CL,2020-12-30,483,249,0,234,0,0
CM,2020-12-30,1066,768,0,298,0,0
CN,2020-12-30,215,161,0,53,0,1
CT,2020-12-30,3083,3075,0,0,8,0
EX,2020-12-30,710,370,2,337,0,1
GA,2020-12-30,487,433,0,54,0,0
IB,2020-12-30,266,212,0,54,0,0
MC,2020-12-30,486,283,0,203,0,0
MD,2020-12-30,3485,2185,0,1300,0,0
ML,2020-12-30,28,18,0,10,0,0
NC,2020-12-30,118,81,0,37,0,0
PV,2020-12-30,349,172,0,177,0,0
RI,2020-12-30,124,121,0,3,0,0
VC,2020-12-30,3260,2482,0,778,0,0
AN,2020-12-31,1765,1036,0,729,0,0
AR,2020-12-31,357,338,0,19,0,0
AS,2020-12-31,130,121,0,9,0,0
CB,2020-12-31,94,88,0,1,0,5
CE,2020-12-31,15,3,0,12,0,0
CL,2020-12-31,489,249,0,240,0,0
CM,2020-12-31,1046,786,0,259,1,0
CN,2020-12-31,243,195,0,48,0,0
CT,2020-12-31,3104,3095,0,0,7,2
EX,2020-12-31,643,253,0,387,0,3
GA,2020-12-31,490,445,0,45,0,0
IB,2020-12-31,185,170,0,15,0,0
MC,2020-12-31,558,355,0,203,0,0
MD,2020-12-31,1602,902,0,700,0,0
ML,2020-12-31,38,10,0,28,0,0
NC,2020-12-31,95,69,0,26,0,0
PV,2020-12-31,389,206,0,183,0,0
RI,2020-12-31,142,135,0,7,0,0
VC,2020-12-31,3173,2354,0,819,0,0
AN,2021-01-01,1573,886,0,687,0,0
AR,2021-01-01,285,267,0,18,0,0
AS,2021-01-01,142,133,0,9,0,0
CB,2021-01-01,144,135,0,2,0,7
CE,2021-01-01,23,5,0,18,0,0
CL,2021-01-01,592,300,0,292,0,0
CM,2021-01-01,890,640,0,250,0,0
CN,2021-01-01,212,156,0,56,0,0
CT,2021-01-01,1792,1790,0,0,1,1
EX,2021-01-01,548,231,0,317,0,0
GA,2021-01-01,458,413,0,45,0,0
IB,2021-01-01,677,523,0,154,0,0
MC,2021-01-01,489,271,0,217,0,1
MD,2021-01-01,1454,737,0,717,0,0
ML,2021-01-01,20,6,0,14,0,0
NC,2021-01-01,121,82,0,39,0,0
PV,2021-01-01,287,169,0,118,0,0
RI,2021-01-01,82,76,0,6,0,0
VC,2021-01-01,3325,2440,0,885,0,0
AN,2021-01-02,1752,943,0,809,0,0
AR,2021-01-02,322,300,0,22,0,0
AS,2021-01-02,152,145,0,7,0,0
CB,2021-01-02,106,100,0,2,0,4
CE,2021-01-02,25,0,0,25,0,0
CL,2021-01-02,674,323,0,351,0,0
CM,2021-01-02,946,650,0,295,1,0
CN,2021-01-02,210,155,0,55,0,0
CT,2021-01-02,2127,2124,0,0,0,3
EX,2021-01-02,791,346,1,443,0,1
GA,2021-01-02,551,484,0,67,0,0
IB,2021-01-02,729,564,0,165,0,0
MC,2021-01-02,677,351,0,325,1,0
MD,2021-01-02,2026,1100,0,926,0,0
ML,2021-01-02,23,7,0,16,0,0
NC,2021-01-02,121,82,0,39,0,0
PV,2021-01-02,373,247,0,126,0,0
RI,2021-01-02,99,95,0,4,0,0
VC,2021-01-02,3555,2508,0,1047,0,0
AN,2021-01-03,2026,1062,0,964,0,0
AR,2021-01-03,393,380,0,13,0,0
AS,2021-01-03,187,172,0,15,0,0
CB,2021-01-03,122,113,0,1,0,8
CE,2021-01-03,19,0,0,19,0,0
CL,2021-01-03,757,357,0,400,0,0
CM,2021-01-03,1101,694,0,406,1,0
CN,2021-01-03,210,140,0,70,0,0
CT,2021-01-03,1998,1997,0,0,0,1
EX,2021-01-03,719,317,0,402,0,0
GA,2021-01-03,618,549,0,69,0,0
IB,2021-01-03,689,532,0,157,0,0
MC,2021-01-03,868,441,3,422,2,0
MD,2021-01-03,1486,716,0,770,0,0
